WEIGHT,STATUS,FINALDEST,FOOTINGS,LEASE,LOCATION,REGION,PIERS,SECURED,TITLED,SECTIONS,PRICE,SQFT,BEDROOMS,SHIPMONTH,WGTADJ,CONTROL,jstatus,jprice,jsqft,jbedroom,jlease,jfinaldest,jtitle,jsecured,jlocation,jfootings,jpiers
35.125,2,1,3,2,2,3,1,1,2,2,190000,2300,3,202202,1.0442,22020247,R,I,R,R,R,R,R,R,R,R,R
35.125,2,1,3,2,3,3,1,1,2,2,180000,2100,3,202202,1.0442,22020248,I,I,I,I,I,I,I,I,I,I,I
35.125,2,1,3,2,3,3,1,1,2,2,110000,1400,3,202202,1.0442,22020249,R,R,R,R,R,R,I,R,R,R,R
35.125,2,1,3,2,3,3,1,1,2,2,190000,2500,3,202202,1.0442,22020250,R,R,R,R,R,R,R,R,R,R,R
35.125,2,1,3,2,3,3,1,1,2,2,160000,1700,3,202202,1.0442,22020251,I,I,I,I,I,I,I,I,I,I,I
35.125,2,1,5,1,3,3,1,1,2,2,9,2000,3,202202,1.0442,22020252,R,9,R,R,R,R,R,R,R,R,R
35.125,2,1,5,2,3,3,1,1,2,2,110000,1100,3,202202,1.0442,22020253,R,R,R,R,R,R,R,I,I,I,I
35.125,2,1,3,2,2,3,1,1,2,2,110000,1700,3,202202,1.0442,22020254,R,R,R,R,R,R,R,R,R,R,R
35.125,2,1,5,2,3,3,1,1,2,2,120000,1900,3,202202,1.0442,22020255,R,R,R,R,R,R,R,R,I,R,I
35.125,2,1,5,2,3,3,1,1,2,2,140000,1400,3,202202,1.0442,22020256,I,I,I,I,I,I,I,I,I,I,I
35.125,2,1,3,2,2,3,2,2,2,2,170000,1700,3,202202,1.0442,22020257,R,R,R,R,R,R,R,R,R,R,R
35.125,2,1,3,2,3,3,1,2,2,2,140000,1100,3,202202,1.0442,22020258,I,I,I,I,I,I,I,I,I,I,I
35.125,2,1,3,2,2,3,1,1,2,2,150000,1600,3,202202,1.0442,22020259,R,I,R,R,R,R,R,R,R,R,R
35.125,2,1,3,2,3,3,1,1,1,2,190000,2000,3,202202,1.0442,22020260,R,R,R,R,R,R,R,R,R,R,R
35.125,2,1,3,2,3,3,1,1,1,2,190000,2000,3,202202,1.0442,22020261,R,R,R,R,R,R,R,R,R,R,R
7.677300000000001,2,1,3,2,3,3,1,1,1,2,210000,2200,3,202202,1.0442,22020262,R,R,R,R,R,R,R,R,R,R,R
10.5737,2,1,1,1,3,4,0,0,1,2,9,910,1,202202,1.0442,22020263,I,9,I,I,I,I,I,R,I,I,R
10.5737,2,1,1,2,3,4,0,0,2,2,140000,910,1,202202,1.0442,22020264,R,R,R,R,R,R,R,R,R,R,R
7.0491,2,1,1,2,3,5,0,0,3,3,230000,2600,3,202202,1.0442,22020265,R,R,R,R,R,R,R,R,R,R,R
10.5737,2,1,1,2,3,4,0,0,3,2,170000,1800,3,202202,1.0442,22020266,R,R,R,R,R,R,R,R,R,R,R
10.5737,2,1,2,2,1,4,0,0,1,2,140000,1400,3,202202,1.0442,22020267,I,I,I,I,I,I,I,R,I,I,R
10.5737,2,1,1,2,1,4,0,0,2,2,150000,1600,3,202202,1.0442,22020268,R,I,I,I,I,R,I,R,I,I,R
10.5737,2,1,2,2,3,4,0,0,1,2,200000,1400,3,202202,1.0442,22020269,R,R,R,R,R,R,R,R,R,R,R
10.5737,2,1,2,2,1,4,0,0,1,2,130000,1200,1,202202,1.0442,22020270,I,I,I,I,I,I,I,R,I,I,R
7.677300000000001,2,1,2,2,4,4,0,0,2,2,160000,1700,3,202202,1.0442,22020271,R,R,R,R,R,R,R,R,R,R,R
6.1583000000000006,2,1,1,2,1,1,0,0,1,2,140000,1700,3,202202,1.0442,22020272,R,R,R,R,R,R,R,R,R,R,R
6.1583000000000006,1,1,1,2,3,1,0,0,2,2,130000,1500,1,202202,1.0442,22020273,R,R,R,R,R,R,R,R,R,R,R
6.1583000000000006,2,1,1,2,3,1,0,0,1,2,180000,1900,3,202202,1.0442,22020274,R,R,R,R,R,R,R,R,R,R,R
6.1583000000000006,2,1,2,2,1,1,0,0,2,2,280000,1600,1,202202,1.0442,22020275,R,R,R,R,R,R,R,R,R,R,R
6.1583000000000006,2,1,1,2,1,1,0,0,2,2,180000,1900,3,202202,1.0442,22020276,I,I,I,I,I,I,I,R,I,I,R
6.1583000000000006,2,1,1,2,3,1,0,0,1,2,150000,1600,3,202202,1.0442,22020277,R,R,R,R,R,R,R,R,R,R,R
6.1583000000000006,2,1,1,2,3,1,0,0,2,2,190000,1900,3,202202,1.0442,22020278,R,R,R,R,R,R,R,R,R,R,R
35.125,2,1,1,2,2,3,0,0,1,2,140000,1100,1,202202,1.0442,22020279,R,R,R,R,R,R,R,R,R,R,R
35.125,2,1,1,2,3,3,0,0,2,2,140000,1700,3,202202,1.0442,22020280,R,R,R,R,R,R,I,R,R,R,R
7.677300000000001,2,1,1,1,1,2,0,0,2,2,9,1600,1,202202,1.0442,22020281,I,9,I,I,I,I,I,R,I,I,R
7.677300000000001,2,1,2,2,1,2,0,0,1,2,170000,1900,3,202202,1.0442,22020282,I,I,I,I,I,I,I,R,I,I,R
7.677300000000001,2,1,2,2,2,2,0,0,1,2,250000,2400,3,202202,1.0442,22020283,R,R,R,R,R,R,R,R,R,R,R
7.677300000000001,2,1,1,2,3,2,0,0,2,2,160000,1500,3,202202,1.0442,22020284,R,R,R,R,R,R,R,R,R,R,R
7.677300000000001,2,1,1,2,1,2,0,0,1,2,160000,1800,3,202202,1.0442,22020285,I,I,I,I,I,I,I,R,I,I,R
7.677300000000001,2,1,1,2,1,2,0,0,2,2,150000,1600,1,202202,1.0442,22020286,R,I,R,R,I,R,R,R,R,R,R
7.677300000000001,2,1,1,2,1,2,0,0,3,2,130000,1200,1,202202,1.0442,22020287,R,R,R,R,R,R,R,R,R,R,R
7.677300000000001,2,1,1,2,1,2,0,0,3,2,170000,1800,3,202202,1.0442,22020288,R,R,R,R,R,R,R,R,R,R,R
35.125,2,1,1,2,3,3,0,0,3,2,170000,1800,3,202202,1.0442,22020289,I,I,I,I,I,I,I,R,I,I,R
10.5737,2,1,1,2,3,4,0,0,2,2,220000,2200,3,202202,1.0442,22020290,R,R,R,R,R,R,R,R,R,R,R
6.1583000000000006,2,1,1,2,1,1,0,0,2,2,150000,1600,3,202202,1.0442,22020291,I,I,I,I,I,I,I,R,I,I,R
6.1583000000000006,2,1,1,2,3,1,0,0,2,2,150000,1600,3,202202,1.0442,22020292,R,I,R,R,R,R,R,R,R,R,R
6.1583000000000006,2,1,1,2,1,1,0,0,2,2,160000,1700,3,202202,1.0442,22020293,I,I,I,I,I,I,I,R,I,I,R
6.1583000000000006,2,1,1,2,1,1,0,0,2,2,150000,1600,3,202202,1.0442,22020294,I,I,I,I,I,I,I,R,I,I,R
6.1583000000000006,2,1,1,2,3,1,0,0,1,2,140000,1400,3,202202,1.0442,22020295,R,R,R,R,R,R,R,R,R,R,R
6.1583000000000006,2,1,1,2,1,1,0,0,2,2,160000,1700,3,202202,1.0442,22020296,I,I,I,I,I,I,I,R,I,I,R
6.1583000000000006,2,1,1,2,1,1,0,0,1,2,140000,1400,3,202202,1.0442,22020297,I,I,I,I,I,I,I,R,I,I,R
6.1583000000000006,2,1,1,2,1,1,0,0,2,2,160000,1900,3,202202,1.0442,22020298,I,I,I,I,I,I,I,R,I,I,R
6.1583000000000006,2,1,1,2,1,1,0,0,2,2,110000,1600,3,202202,1.0442,22020299,R,R,R,R,R,R,R,R,R,R,R
6.1583000000000006,2,1,1,2,1,1,0,0,2,2,140000,1300,3,202202,1.0442,22020300,I,I,I,I,I,I,I,R,I,I,R
35.125,2,1,2,2,3,3,0,0,1,2,170000,1900,3,202202,1.0442,22020301,R,I,R,R,R,R,R,R,R,R,R
7.677300000000001,2,1,2,2,3,2,0,0,2,2,250000,1600,3,202202,1.0442,22020302,R,R,R,R,R,R,R,R,R,R,R
10.5737,2,1,1,2,2,4,0,0,2,2,160000,1800,1,202202,1.0442,22020303,R,R,R,R,R,R,R,R,R,R,R
6.1583000000000006,2,1,1,2,1,1,0,0,2,2,280000,1900,3,202202,1.0442,22020304,R,R,R,R,R,R,R,R,R,R,R
6.1583000000000006,2,1,1,2,3,1,0,0,1,2,110000,1700,3,202202,1.0442,22020305,R,R,R,R,R,R,R,R,R,R,R
6.1583000000000006,2,1,2,2,2,1,0,0,1,2,100000,1600,3,202202,1.0442,22020306,R,R,R,R,R,R,R,R,R,R,R
6.1583000000000006,2,1,1,2,1,1,0,0,2,2,85000,1300,3,202202,1.0442,22020307,R,R,R,R,R,R,R,R,R,R,R
6.1583000000000006,2,1,1,2,1,1,0,0,2,2,190000,1300,1,202202,1.0442,22020308,R,R,R,R,R,R,R,R,R,R,R
35.125,1,1,1,2,3,3,0,0,2,2,170000,1900,3,202202,1.0442,22020309,I,I,I,I,I,I,I,R,I,I,R
35.125,1,1,2,2,3,3,0,0,1,2,87000,2100,3,202202,1.0442,22020310,R,R,R,R,R,R,R,R,R,R,R
7.677300000000001,2,1,1,2,3,2,0,0,2,2,150000,1700,3,202202,1.0442,22020311,R,R,R,R,R,R,R,R,R,R,R
7.677300000000001,2,1,1,2,2,2,0,0,1,2,140000,1600,3,202202,1.0442,22020312,R,R,R,R,R,R,R,R,R,R,R
10.5737,2,2,9,2,9,4,9,9,9,2,160000,1200,1,202202,1.0442,22020313,R,R,R,R,R,R,9,9,9,9,9
10.5737,1,2,9,2,9,4,9,9,9,2,150000,1600,3,202202,1.0442,22020314,I,I,I,I,I,I,9,9,9,9,9
10.5737,2,2,9,2,9,4,9,9,9,2,96000,910,3,202202,1.0442,22020315,R,R,R,R,R,R,9,9,9,9,9
10.5737,2,2,9,2,9,4,9,9,9,2,170000,1500,3,202202,1.0442,22020316,R,R,R,R,R,R,9,9,9,9,9
10.5737,1,2,9,2,9,4,9,9,9,2,180000,1600,3,202202,1.0442,22020317,R,R,R,R,R,R,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,170000,1900,3,202202,1.0442,22020318,I,I,I,I,I,I,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,110000,1100,1,202202,1.0442,22020319,I,I,I,I,I,I,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,110000,1900,3,202202,1.0442,22020320,R,R,R,R,R,R,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,240000,1400,3,202202,1.0442,22020321,R,R,R,R,R,R,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,130000,1100,1,202202,1.0442,22020322,I,I,I,I,I,I,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,150000,1500,1,202202,1.0442,22020323,I,I,I,I,I,I,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,150000,1600,1,202202,1.0442,22020324,R,I,R,R,R,R,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,150000,1600,1,202202,1.0442,22020325,I,I,I,I,I,I,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,160000,2000,3,202202,1.0442,22020326,R,R,R,R,R,R,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,170000,1900,3,202202,1.0442,22020327,I,I,I,I,I,I,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,130000,1300,3,202202,1.0442,22020328,R,R,R,R,R,R,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,150000,1100,3,202202,1.0442,22020329,R,R,R,R,R,R,9,9,9,9,9
10.5737,1,2,9,2,9,4,9,9,9,2,220000,1500,3,202202,1.0442,22020330,R,R,R,R,R,R,9,9,9,9,9
10.5737,1,2,9,2,9,4,9,9,9,2,250000,1500,3,202202,1.0442,22020331,R,R,R,R,R,R,9,9,9,9,9
10.5737,1,2,9,2,9,4,9,9,9,2,200000,1600,3,202202,1.0442,22020332,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,180000,2000,3,202202,1.0442,22020333,I,I,I,I,I,I,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,87000,1600,3,202202,1.0442,22020334,R,R,R,R,R,R,9,9,9,9,9
10.5737,1,2,9,2,9,4,9,9,9,2,150000,1300,3,202202,1.0442,22020335,R,R,R,R,R,R,9,9,9,9,9
10.5737,1,2,9,2,9,4,9,9,9,2,140000,1300,3,202202,1.0442,22020336,I,I,I,I,I,I,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,150000,1600,3,202202,1.0442,22020337,I,I,I,I,I,I,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,130000,1600,3,202202,1.0442,22020338,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,130000,1600,3,202202,1.0442,22020339,R,R,R,R,R,R,9,9,9,9,9
10.5737,1,2,9,2,9,4,9,9,9,2,120000,1600,3,202202,1.0442,22020340,R,R,R,R,R,R,9,9,9,9,9
10.5737,1,2,9,2,9,4,9,9,9,2,140000,1300,3,202202,1.0442,22020341,I,I,I,I,I,I,9,9,9,9,9
10.5737,2,2,9,2,9,4,9,9,9,2,220000,1800,3,202202,1.0442,22020342,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,170000,1800,3,202202,1.0442,22020343,I,I,I,I,I,I,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,180000,2000,3,202202,1.0442,22020344,I,I,I,I,I,I,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,130000,1800,3,202202,1.0442,22020345,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,2,2,9,2,9,2,9,9,9,2,120000,1600,3,202202,1.0442,22020346,R,R,R,R,R,R,9,9,9,9,9
35.125,2,2,9,2,9,3,9,9,9,2,190000,2000,3,202202,1.0442,22020347,R,R,R,R,R,R,9,9,9,9,9
6.1583000000000006,2,2,9,2,9,1,9,9,9,2,160000,1900,3,202202,1.0442,22020348,R,I,R,R,R,R,9,9,9,9,9
6.1583000000000006,2,2,9,2,9,1,9,9,9,2,170000,1200,3,202202,1.0442,22020349,R,R,R,R,R,R,9,9,9,9,9
10.5737,1,2,9,2,9,4,9,9,9,2,210000,1900,1,202202,1.0442,22020350,R,R,R,R,R,R,9,9,9,9,9
10.5737,1,2,9,2,9,4,9,9,9,2,140000,1500,3,202202,1.0442,22020351,R,R,R,R,R,R,9,9,9,9,9
6.1583000000000006,1,2,9,2,9,1,9,9,9,2,280000,1500,1,202202,1.0442,22020352,R,R,R,R,R,R,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,160000,1700,3,202202,1.0442,22020353,R,R,R,R,R,R,9,9,9,9,9
35.125,2,2,9,2,9,3,9,9,9,2,180000,2100,3,202202,1.0442,22020354,R,R,R,R,R,R,9,9,9,9,9
10.5737,1,2,9,2,9,4,9,9,9,2,200000,1400,3,202202,1.0442,22020355,R,R,R,R,R,R,9,9,9,9,9
10.5737,1,2,9,2,9,4,9,9,9,2,240000,2200,3,202202,1.0442,22020356,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,150000,1600,3,202202,1.0442,22020357,R,I,R,R,R,R,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,87000,1100,3,202202,1.0442,22020358,R,R,R,R,R,R,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,120000,1500,1,202202,1.0442,22020359,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,1,2,9,2,9,3,9,9,9,2,150000,1400,3,202202,1.0442,22020360,I,I,I,I,I,I,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,160000,1700,3,202202,1.0442,22020361,I,I,I,I,I,I,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,240000,2500,3,202202,1.0442,22020362,R,R,R,R,R,R,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,180000,2500,3,202202,1.0442,22020363,R,R,R,R,R,R,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,130000,1600,3,202202,1.0442,22020364,R,R,R,R,R,R,9,9,9,9,9
6.1583000000000006,2,2,9,2,9,1,9,9,9,2,160000,1600,3,202202,1.0442,22020365,I,I,I,I,I,I,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,160000,1800,3,202202,1.0442,22020366,I,I,I,I,I,I,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,170000,1900,3,202202,1.0442,22020367,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,140000,1600,3,202202,1.0442,22020368,R,R,R,R,R,R,9,9,9,9,9
10.5737,1,2,9,2,9,3,9,9,9,2,160000,1700,3,202202,1.0442,22020369,I,I,I,I,I,I,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,210000,2500,3,202202,1.0442,22020370,R,I,I,I,I,I,9,9,9,9,9
10.5737,1,2,9,2,9,4,9,9,9,2,120000,910,1,202202,1.0442,22020371,I,I,I,I,I,I,9,9,9,9,9
6.1583000000000006,2,2,9,2,9,1,9,9,9,2,150000,1600,3,202202,1.0442,22020372,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,160000,2000,3,202202,1.0442,22020373,R,R,R,R,R,R,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,210000,2500,3,202202,1.0442,22020374,R,R,R,R,R,R,9,9,9,9,9
23.416700000000002,1,2,9,2,9,5,9,9,9,3,350000,3100,3,202202,1.0442,22020375,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,120000,1500,3,202202,1.0442,22020376,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,140000,1600,3,202202,1.0442,22020377,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,130000,1100,3,202202,1.0442,22020378,I,I,I,I,I,I,9,9,9,9,9
10.5737,2,2,9,2,9,4,9,9,9,2,150000,1500,3,202202,1.0442,22020379,I,I,I,I,I,I,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,150000,1600,3,202202,1.0442,22020380,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,150000,1600,3,202202,1.0442,22020381,R,I,R,R,R,R,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,180000,2000,3,202202,1.0442,22020382,I,I,I,I,I,I,9,9,9,9,9
23.416700000000002,1,2,9,2,9,5,9,9,9,3,250000,1900,1,202202,1.0442,22020383,R,R,R,R,R,R,9,9,9,9,9
6.1583000000000006,1,2,9,2,9,1,9,9,9,2,140000,1900,3,202202,1.0442,22020384,R,R,R,R,R,R,9,9,9,9,9
6.1583000000000006,1,2,9,2,9,1,9,9,9,2,100000,1500,3,202202,1.0442,22020385,R,R,R,R,R,R,9,9,9,9,9
6.1583000000000006,1,2,9,2,9,1,9,9,9,2,110000,1600,3,202202,1.0442,22020386,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,2,2,9,2,9,2,9,9,9,2,190000,1800,1,202202,1.0442,22020387,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,160000,1800,3,202202,1.0442,22020388,I,I,I,I,I,I,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,130000,1600,3,202202,1.0442,22020389,R,R,R,R,R,R,9,9,9,9,9
6.1583000000000006,1,2,9,2,9,1,9,9,9,2,130000,1300,3,202202,1.0442,22020390,R,R,R,R,R,R,9,9,9,9,9
6.1583000000000006,1,2,9,2,9,1,9,9,9,2,120000,1200,3,202202,1.0442,22020391,R,R,R,R,R,R,9,9,9,9,9
6.1583000000000006,1,2,9,2,9,1,9,9,9,2,160000,1700,3,202202,1.0442,22020392,I,I,I,I,I,I,9,9,9,9,9
6.1583000000000006,1,2,9,2,9,1,9,9,9,2,140000,1300,3,202202,1.0442,22020393,I,I,I,I,I,I,9,9,9,9,9
6.1583000000000006,1,2,9,2,9,1,9,9,9,2,180000,1900,3,202202,1.0442,22020394,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,200000,1800,3,202202,1.0442,22020395,R,R,R,R,R,R,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,170000,1900,3,202202,1.0442,22020396,I,I,I,I,I,I,9,9,9,9,9
6.1583000000000006,2,2,9,2,9,1,9,9,9,2,170000,1900,3,202202,1.0442,22020397,R,R,R,R,I,I,9,9,9,9,9
10.5737,2,2,9,2,9,4,9,9,9,2,140000,1400,3,202202,1.0442,22020398,I,I,I,I,I,I,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,140000,1200,3,202202,1.0442,22020399,R,I,R,R,R,R,9,9,9,9,9
6.1583000000000006,1,2,9,2,9,1,9,9,9,2,150000,1500,1,202202,1.0442,22020400,I,I,I,I,I,I,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,130000,1500,3,202202,1.0442,22020401,R,R,R,R,R,R,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,180000,1700,3,202202,1.0442,22020402,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,150000,1500,3,202202,1.0442,22020403,R,I,I,I,I,I,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,180000,2100,3,202202,1.0442,22020404,I,I,I,I,I,I,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,160000,2000,3,202202,1.0442,22020405,R,R,R,R,R,R,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,170000,2000,3,202202,1.0442,22020406,R,R,R,R,R,R,9,9,9,9,9
35.125,2,2,9,2,9,3,9,9,9,2,200000,2500,3,202202,1.0442,22020407,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,150000,1500,3,202202,1.0442,22020408,I,I,I,I,I,I,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,120000,1600,3,202202,1.0442,22020409,R,R,R,R,R,R,9,9,9,9,9
35.125,1,2,9,2,9,3,9,9,9,2,120000,1100,3,202202,1.0442,22020410,R,R,R,R,R,R,9,9,9,9,9
7.677300000000001,1,2,9,2,9,2,9,9,9,2,120000,1300,3,202202,1.0442,22020411,R,R,R,R,R,R,9,9,9,9,9
10.5737,3,9,9,9,9,5,9,9,9,2,9,9,9,202202,1.0442,22020412,R,9,9,9,9,9,9,9,9,9,9
10.5737,3,9,9,9,9,5,9,9,9,2,9,9,9,202202,1.0442,22020413,R,9,9,9,9,9,9,9,9,9,9
35.125,3,9,9,9,9,5,9,9,9,2,9,9,9,202202,1.0442,22020414,R,9,9,9,9,9,9,9,9,9,9
10.5737,3,9,9,9,9,5,9,9,9,2,9,9,9,202202,1.0442,22020415,I,9,9,9,9,9,9,9,9,9,9
10.5737,3,9,9,9,9,5,9,9,9,2,9,9,9,202202,1.0442,22020416,R,9,9,9,9,9,9,9,9,9,9
7.0491,3,9,9,9,9,5,9,9,9,3,9,9,9,202202,1.0442,22020417,R,9,9,9,9,9,9,9,9,9,9
35.125,3,9,9,9,9,5,9,9,9,2,9,9,9,202202,1.0442,22020418,R,9,9,9,9,9,9,9,9,9,9
86.6571,2,1,5,2,3,3,1,2,2,1,53000,980,3,202203,0.9732,22030001,R,R,R,R,R,R,R,R,R,R,R
86.6571,2,1,4,2,2,3,1,1,3,1,99000,1200,3,202203,0.9732,22030002,I,I,I,I,I,I,I,I,I,I,I
25.4316,1,1,4,2,1,4,3,1,2,1,150000,900,3,202203,0.9732,22030003,R,R,R,R,R,R,R,R,R,R,R
25.4316,2,1,3,2,1,4,3,1,2,1,63000,590,1,202203,0.9732,22030004,I,I,I,I,I,I,I,I,I,I,I
25.4316,2,1,3,1,1,4,1,1,2,1,9,1100,3,202203,0.9732,22030005,I,9,I,I,I,I,I,I,I,I,I
25.4316,1,1,3,2,1,4,1,1,2,1,92000,1100,3,202203,0.9732,22030006,I,I,I,I,I,I,I,I,I,I,I
25.4316,2,1,4,2,1,4,3,1,2,1,78000,1100,3,202203,0.9732,22030007,R,R,R,R,R,R,R,R,R,R,R
25.4316,1,1,3,2,1,4,1,1,2,1,92000,1100,3,202203,0.9732,22030008,I,I,I,I,I,I,I,I,I,I,I
16.2333,1,1,3,1,1,1,1,1,3,1,9,900,1,202203,0.9732,22030009,R,9,R,R,R,R,R,R,R,R,R
16.2333,1,1,3,1,1,1,1,1,3,1,9,1100,3,202203,0.9732,22030010,R,9,R,R,R,R,R,R,R,R,R
16.2333,1,1,3,1,1,1,1,1,3,1,9,900,1,202203,0.9732,22030011,R,9,R,R,R,R,R,R,R,R,R
16.2333,1,1,3,2,1,1,1,1,3,1,120000,630,1,202203,0.9732,22030012,R,R,R,R,R,R,R,R,R,R,R
16.2333,2,1,3,2,1,1,1,1,3,1,73000,750,1,202203,0.9732,22030013,I,I,I,I,I,I,I,I,I,I,I
86.6571,2,1,4,2,2,3,1,2,2,1,83000,920,3,202203,0.9732,22030014,I,I,I,I,I,I,I,I,I,I,I
18.4727,1,1,3,2,1,2,1,1,1,1,65000,1100,1,202203,0.9732,22030015,R,R,R,R,I,I,R,I,I,I,I
18.4727,1,1,3,2,1,2,1,1,2,1,90000,1100,3,202203,0.9732,22030016,I,I,I,I,I,I,I,I,I,I,I
18.4727,2,1,3,2,1,2,1,1,2,1,95000,960,1,202203,0.9732,22030017,R,R,R,R,R,R,R,R,I,R,R
18.4727,2,1,3,2,1,2,1,1,1,1,90000,1100,3,202203,0.9732,22030018,R,R,R,R,R,R,I,I,R,I,I
25.4316,2,1,3,1,1,2,1,1,1,1,9,1200,3,202203,0.9732,22030019,R,9,R,R,R,R,R,R,R,R,R
18.4727,1,1,3,2,1,2,1,1,2,1,100000,1300,3,202203,0.9732,22030020,R,I,R,R,R,R,I,I,R,I,I
18.4727,2,1,3,1,1,2,1,1,1,1,9,920,1,202203,0.9732,22030021,R,9,R,R,R,R,R,R,R,I,R
18.4727,2,1,4,2,1,2,1,1,2,1,83000,920,1,202203,0.9732,22030022,I,I,I,I,I,I,I,I,I,I,I
18.4727,2,1,3,2,1,2,1,1,2,1,99000,1200,3,202203,0.9732,22030023,R,I,I,I,R,R,I,I,R,I,I
18.4727,2,1,4,2,3,2,1,1,2,1,89000,1200,3,202203,0.9732,22030024,R,R,R,R,R,R,R,R,R,R,R
18.4727,2,1,3,2,1,2,1,1,2,1,99000,1200,3,202203,0.9732,22030025,R,I,I,I,R,R,I,I,R,I,I
86.6571,2,1,3,2,3,3,1,1,3,1,99000,1200,3,202203,0.9732,22030026,I,I,I,I,I,I,I,I,I,I,I
86.6571,2,1,3,2,3,3,1,1,2,1,85000,960,1,202203,0.9732,22030027,I,I,I,I,I,I,I,I,I,I,I
86.6571,1,1,3,1,1,3,1,1,1,1,9,960,1,202203,0.9732,22030028,R,9,R,R,R,R,R,R,R,R,R
86.6571,2,1,3,2,1,3,1,1,1,1,63000,1200,3,202203,0.9732,22030029,R,R,R,R,R,R,R,R,R,I,I
18.4727,2,1,3,2,1,2,1,1,1,1,78000,840,1,202203,0.9732,22030030,I,I,I,I,I,I,I,I,I,I,I
18.4727,1,1,3,2,1,2,1,1,3,1,56000,920,3,202203,0.9732,22030031,R,R,R,R,R,R,I,I,R,I,I
18.4727,1,1,3,2,1,2,1,1,2,1,81000,740,1,202203,0.9732,22030032,R,R,R,R,R,R,R,I,R,I,I
